Item_ID  ,ItemName ,Price ,Ingredients ,Storefront_ID 
498,Fresh Pork Pizza with Tahini,15.99,eggs,498
499,Fresh Pork Spring Rolls,1.79,eggs,499
500,Fresh Pork Tagine,5.99,chocolate chips,500
501,Fresh Pork Udon with Lemon Wedges,4.19,pepper,501
502,Fresh Pork Wrap with Guacamole,89.99,chocolate chips,502
503,Fresh Potato Paella with Vegetables,1.99,salt,503
504,Fresh Quinoa Nachos,6.49,vanilla extract,504
505,Fresh Shrimp Udon with Cheese,2.49,vanilla extract,505
506,Fresh Spinach Nachos with Garlic Bread,49.99,chocolate chips,506
507,Fresh Spinach Shawarma with Roasted Veggies,3.49,milk,507
508,Fresh Spinach Spring Rolls with Tomato Salsa,5.29,salt,508
509,Fresh Sweet Potato Kebab with Hummus,3.29,flour,509
510,Fresh Sweet Potato Panini,5.99,chocolate chips,510
511,Fresh Tofu Ramen,39.99,eggs,511
512,Fresh Turkey Tagine,2.29,pepper,512
513,Fresh Zucchini Grain Bowl,39.99,vanilla extract,513
514,Fried Rice,5.99,pepper,514
515,Garlic Bean Tagine with Noodles,39.99,chocolate chips,515
516,Garlic Beef Dumplings,3.29,chocolate chips,516
517,Garlic Beef Panini,4.49,chocolate chips,517
518,Garlic Bread,2.49,eggs,518
519,Garlic Broccoli Burrito,3.29,butter,519
520,Garlic Carrot Frittata,2.99,sugar,520
521,Garlic Carrot Gyro with Garlic Bread,5.49,pepper,521
522,Garlic Carrot Ramen,3.29,pepper,522
523,Garlic Cauliflower Frittata,19.99,eggs,523
524,Garlic Chicken Bowl,3.99,chocolate chips,524
525,Garlic Chickpea Pizza with Yogurt Sauce,25.99,pepper,525
526,Garlic Egg Nachos,2.49,salt,526
527,Garlic Eggplant Pasta with Tahini,29.99,flour,527
528,Garlic Eggplant Stew,7.49,vanilla extract,528
529,Garlic Kale Udon with Roasted Veggies,2.79,sugar,529
530,Garlic Lamb Casserole with Pita,49.99,butter,530
531,Garlic Lamb Pasta with Tomato Salsa,3.29,butter,531
532,Garlic Lamb Risotto,34.99,sugar,532
533,Garlic Lentil Soup with Guacamole,29.99,baking powder,533
534,Garlic Lentil Udon,1.29,pepper,534
535,Garlic Noodle Paella with Noodles,35,milk,535
536,Garlic Noodle Stir Fry with Vegetables,19.99,salt,536
537,Garlic Paneer Pad Thai with Mashed Potatoes,12.99,pepper,537
538,Garlic Paneer Stir Fry with Coleslaw,39.99,butter,538
539,Garlic Pasta Shawarma,22.99,milk,539
540,Garlic Pasta Skewers with Peanut Sauce,34.99,flour,540
541,Garlic Pork Frittata,19.99,pepper,541
542,Garlic Pork Wrap with Mashed Potatoes,4.99,vanilla extract,542
543,Garlic Potato Dumplings with Pita,3.49,pepper,543
544,Garlic Potato Fajitas,129.99,flour,544
545,Garlic Potato Gyro,1.89,flour,545
546,Garlic Potato Nachos,12.99,sugar,546
547,Garlic Potato Paella,2.49,flour,547
548,Garlic Potato Spring Rolls with Rice,19.99,eggs,548
549,Garlic Potato Udon,3.49,baking powder,549
550,Garlic Quinoa Frittata with Hummus,2.49,pepper,550
551,Garlic Quinoa Skewers,4.29,eggs,551
552,Garlic Rice Frittata with Pita,299.99,sugar,552
553,Garlic Salmon Tacos,129.99,flour,553
554,Garlic Shrimp Pad Thai with Peanut Sauce,34.99,eggs,554
555,Garlic Shrimp Panini with Roasted Veggies,39.99,salt,555
556,Garlic Spinach Sushi Roll,34.99,chocolate chips,556
557,Garlic Spinach Wrap,24.99,butter,557
558,Garlic Sweet Potato Wrap,34.99,salt,558
559,Garlic Tofu Burger with Peanut Sauce,8.99,eggs,559
560,Garlic Tofu Risotto,49.99,vanilla extract,560
561,Garlic Tofu Stir Fry,5.49,salt,561
562,Garlic Turkey Paella with Herb Butter,3.89,eggs,562
563,Garlic Turkey Tagine with Vegetables,15.99,salt,563
564,Garlic Zucchini Fajitas,49.99,flour,564
565,Garlic Zucchini Pizza with Tomato Salsa,24.99,salt,565
566,Garlic Zucchini Stir Fry with Pita,1.39,salt,566
567,Glazed Carrot Burrito,4.29,milk,567
568,Glazed Carrot Soup with Guacamole,14.99,salt,568
569,Glazed Cauliflower Tacos with Yogurt Sauce,5.99,baking powder,569
570,Glazed Chickpea Skewers,49.99,baking powder,570
571,Glazed Chickpea Wrap,4.99,vanilla extract,571
572,Glazed Egg Pizza,3.99,pepper,572
573,Glazed Eggplant Pizza,44.99,eggs,573
574,Glazed Halloumi Casserole,39.99,pepper,574
575,Glazed Lamb Sandwich with Yogurt Sauce,39.99,sugar,575
576,Glazed Lamb Stew,12.99,pepper,576
577,Glazed Mushroom Omelette with Herb Butter,22.99,pepper,577
578,Glazed Mushroom Tagine,89.99,eggs,578
579,Glazed Noodle Bowl with Side Salad,12.99,milk,579
580,Glazed Noodle Burrito with Rice,4.99,pepper,580
581,Glazed Paneer Pad Thai with Cheese,7.49,chocolate chips,581
582,Glazed Pasta Omelette,8.99,butter,582
583,Glazed Pasta Risotto with Pita,49.99,baking powder,583
584,Glazed Pork Shawarma with Tahini,2.59,salt,584
585,Glazed Potato Sushi Roll,8.99,flour,585
586,Glazed Quinoa Omelette with Mashed Potatoes,25.99,butter,586
587,Glazed Rice Shawarma with Guacamole,9.99,baking powder,587
588,Glazed Rice Udon with Guacamole,1.99,butter,588
589,Glazed Shrimp Casserole with Side Salad,3.49,milk,589
590,Glazed Sweet Potato Frittata,29.99,pepper,590
591,Glazed Sweet Potato Pad Thai,79.99,butter,591
592,Glazed Tofu Wrap with Roasted Veggies,29.99,pepper,592
593,Glazed Turkey Dumplings with Guacamole,24.99,salt,593
594,Glazed Turkey Frittata with Peanut Sauce,24.99,baking powder,594
595,Glazed Turkey Nachos,3.29,pepper,595
596,Glazed Zucchini Curry,69.99,pepper,596
597,Glazed Zucchini Ramen,9.99,salt,597
598,Glazed Zucchini Salad with Side Salad,4.99,eggs,598
599,Grapes,3.79,salt,599
600,Grilled Bean Sandwich with Rice,3.29,eggs,600
601,Grilled Bean Shawarma,22.99,chocolate chips,601
602,Grilled Beef Bowl,2.29,pepper,602
603,Grilled Broccoli Panini,7.99,sugar,603
604,Grilled Carrot Dumplings,34.99,eggs,604
605,Grilled Carrot Gyro,89.99,milk,605
606,Grilled Carrot Kebab,3.39,sugar,606
607,Grilled Carrot Omelette with Cheese,39.99,eggs,607
608,Grilled Carrot Ramen,19.99,pepper,608
609,Grilled Cauliflower Grain Bowl with Tahini,6.49,salt,609
610,Grilled Cauliflower Salad with Tomato Salsa,1.99,flour,610
611,Grilled Chickpea Sandwich,2.99,baking powder,611
612,Grilled Eggplant Skewers with Chimichurri,3.29,milk,612
613,Grilled Halloumi Dumplings,1.99,chocolate chips,613
614,Grilled Halloumi Pizza,2.99,sugar,614
615,Grilled Kale Sandwich,19.99,flour,615
616,Grilled Lamb Gyro with Guacamole,3.29,chocolate chips,616
617,Grilled Lamb Ramen,59.99,butter,617
618,Grilled Lamb Skewers,3.39,pepper,618
619,Grilled Lentil Kebab with Side Salad,4.49,salt,619
620,Grilled Lentil Ramen with Garlic Bread,12.99,butter,620
621,Grilled Lentil Spring Rolls,0.79,pepper,621
622,Grilled Lentil Tagine,19.99,eggs,622
623,Grilled Noodle Ramen with Guacamole,5.99,flour,623
624,Grilled Noodle Wrap,89.99,flour,624
625,Grilled Paneer Burrito with Pita,19.99,eggs,625
626,Grilled Paneer Grain Bowl with Lemon Wedges,89.99,baking powder,626
627,Grilled Paneer Kebab,3.29,pepper,627
628,Grilled Pasta Gyro with Tomato Salsa,45.99,baking powder,628
629,Grilled Potato Grain Bowl with Pita,39.99,vanilla extract,629
630,Grilled Quinoa Dumplings,1.99,milk,630
631,Grilled Rice Paella with Pita,6.49,flour,631
632,Grilled Salmon Panini with Vegetables,4.99,eggs,632
633,Grilled Salmon Udon with Rice,4.49,butter,633
634,Grilled Shrimp Burger,19.99,milk,634
635,Grilled Shrimp Shawarma,39.99,chocolate chips,635
636,Grilled Shrimp Skewers with Guacamole,29.99,baking powder,636
637,Grilled Shrimp Sushi Roll with Pita,19.99,sugar,637
638,Grilled Sweet Potato Wrap with Chimichurri,4.29,chocolate chips,638
639,Grilled Turkey Kebab,24.99,vanilla extract,639
640,Grilled Turkey Nachos with Roasted Veggies,39.99,sugar,640
641,Halloumi Casserole with Tahini,89.99,milk,641
642,Halloumi Nachos with Guacamole,2.89,chocolate chips,642
643,Halloumi Omelette,15.99,butter,643
644,Halloumi Pad Thai,1.99,pepper,644
645,Halloumi Pasta,5.49,eggs,645
646,Halloumi Pizza with Herb Butter,34.99,pepper,646
647,Halloumi Sandwich,49.99,baking powder,647
648,Halloumi Skewers,39.99,sugar,648
649,Halloumi Spring Rolls,4.29,sugar,649
650,Halloumi Spring Rolls with Rice,3.49,salt,650
651,Halloumi Stew,6.49,vanilla extract,651
652,Halloumi Stew with Noodles,7.19,salt,652
653,Halloumi Sushi Roll,9.99,flour,653
654,Halloumi Sushi Roll with Vegetables,3.49,baking powder,654
655,Hearty Bean Stir Fry,18.99,sugar,655
656,Hearty Beef Bowl with Cheese,2.49,butter,656
657,Hearty Beef Dumplings,29.99,salt,657
658,Hearty Beef Fajitas with Side Salad,5.49,flour,658
659,Hearty Cauliflower Burrito with Hummus,4.99,milk,659
660,Hearty Cauliflower Skewers with Fries,4.49,salt,660
661,Hearty Cauliflower Wrap with Peanut Sauce,2.89,eggs,661
662,Hearty Chicken Burrito,9.99,flour,662
663,Hearty Chicken Shawarma,4.29,salt,663
664,Hearty Chickpea Burrito,4.99,flour,664
665,Hearty Chickpea Kebab,5.99,sugar,665
666,Hearty Halloumi Bowl,7.99,eggs,666
667,Hearty Halloumi Salad,19.99,butter,667
668,Hearty Halloumi Udon with Herb Butter,19.99,salt,668
669,Hearty Kale Curry,49.99,butter,669
670,Hearty Kale Tagine with Tahini,12.99,chocolate chips,670
671,Hearty Kale Udon with Guacamole,39.99,pepper,671
672,Hearty Lentil Casserole,15.99,pepper,672
673,Hearty Mushroom Soup,5.49,sugar,673
674,Hearty Paneer Pad Thai,149.99,flour,674
675,Hearty Pork Pizza with Yogurt Sauce,69.99,pepper,675
676,Hearty Potato Nachos with Roasted Veggies,29.99,eggs,676
677,Hearty Potato Paella with Fries,3.99,butter,677
678,Hearty Potato Panini with Coleslaw,7.99,pepper,678
679,Hearty Potato Sushi Roll with Peanut Sauce,4.99,milk,679
680,Hearty Quinoa Curry,2.49,vanilla extract,680
681,Hearty Quinoa Pad Thai,54.99,flour,681
682,Hearty Rice Skewers,19.99,salt,682
683,Hearty Salmon Stir Fry,9.99,milk,683
684,Hearty Salmon Udon,4.99,sugar,684
685,Hearty Shrimp Soup,4.29,salt,685
686,Hearty Spinach Frittata with Fries,39.99,pepper,686
687,Hearty Spinach Pad Thai,39.99,vanilla extract,687
688,Hearty Spinach Panini,22.99,vanilla extract,688
689,Hearty Spinach Shawarma with Noodles,39.99,eggs,689
690,Hearty Sweet Potato Curry,15.99,salt,690
691,Hearty Tofu Casserole with Guacamole,5.49,milk,691
692,Hearty Tofu Pizza,39.99,milk,692
693,Hearty Tofu Stew,5.99,pepper,693
694,Hearty Turkey Casserole,2.79,flour,694
695,Hearty Zucchini Burrito,39.99,eggs,695
696,Hearty Zucchini Pad Thai,29.99,flour,696
697,Herbed Bean Bowl,24.99,milk,697
698,Herbed Bean Burger with Pita,2.49,pepper,698
699,Herbed Bean Udon,49.99,sugar,699
700,Herbed Beef Shawarma,5.99,sugar,700
701,Herbed Broccoli Curry,99.99,chocolate chips,701
702,Herbed Broccoli Shawarma,29.99,pepper,702
703,Herbed Broccoli Tacos with Herb Butter,29.99,vanilla extract,703
704,Herbed Carrot Frittata,69.99,baking powder,704
705,Herbed Carrot Kebab with Noodles,3.29,vanilla extract,705
706,Herbed Carrot Omelette,3.49,salt,706
707,Herbed Carrot Skewers with Tomato Salsa,49.99,milk,707
708,Herbed Cauliflower Bowl with Side Salad,3.99,sugar,708
709,Herbed Cauliflower Burrito with Guacamole,22.99,flour,709
710,Herbed Chicken Burrito with Vegetables,2.99,baking powder,710
711,Herbed Chicken Dumplings,29.99,sugar,711
712,Herbed Chicken Pasta,6.99,milk,712
713,Herbed Chicken Pasta with Peanut Sauce,349.99,flour,713
714,Herbed Chickpea Bowl,39.99,sugar,714
715,Herbed Chickpea Gyro with Cheese,29.99,salt,715
716,Herbed Eggplant Burger with Rice,49.99,sugar,716
717,Herbed Eggplant Fajitas,2.99,flour,717
718,Herbed Eggplant Frittata,89.99,chocolate chips,718
719,Herbed Kale Paella with Cheese,3.29,pepper,719
720,Herbed Kale Salad with Peanut Sauce,29.99,vanilla extract,720
721,Herbed Lentil Burrito with Rice,5.99,vanilla extract,721
722,Herbed Lentil Curry with Pita,5.49,milk,722
723,Herbed Lentil Risotto,15.99,milk,723
724,Herbed Lentil Spring Rolls,34.99,chocolate chips,724
725,Herbed Lentil Udon,1.29,pepper,725
726,Herbed Noodle Paella with Garlic Bread,19.99,baking powder,726
727,Herbed Paneer Frittata,4.99,butter,727
728,Herbed Pasta Pasta with Tahini,1.79,sugar,728
729,Herbed Pasta Salad with Fries,49.99,vanilla extract,729
730,Herbed Pork Grain Bowl,5.49,eggs,730
731,Herbed Pork Risotto with Hummus,22.99,pepper,731
732,Herbed Pork Salad with Tahini,3.99,sugar,732
733,Herbed Potato Casserole with Roasted Veggies,89.99,milk,733
734,Herbed Potato Tacos,22.99,baking powder,734
735,Herbed Quinoa Bowl,3.99,butter,735
736,Herbed Rice Frittata with Noodles,4.99,baking powder,736
737,Herbed Rice Omelette with Pita,39.99,pepper,737
738,Herbed Salmon Kebab,59.99,chocolate chips,738
739,Herbed Salmon Salad with Mashed Potatoes,19.99,sugar,739
740,Herbed Salmon Skewers with Lemon Wedges,49.99,baking powder,740
741,Herbed Shrimp Frittata with Lemon Wedges,4.99,chocolate chips,741
742,Herbed Shrimp Spring Rolls,8.49,chocolate chips,742
743,Herbed Sweet Potato Ramen with Mashed Potatoes,34.99,chocolate chips,743
744,Herbed Tofu Pasta,15.99,vanilla extract,744
745,Herbed Zucchini Stir Fry with Tomato Salsa,29.99,salt,745
746,Herbed Zucchini Wrap,39.99,salt,746
747,Homestyle Bean Casserole,4.99,butter,747
748,Homestyle Beef Pasta,99.99,flour,748
749,Homestyle Beef Sandwich with Pita,2.49,salt,749
750,Homestyle Broccoli Wrap,12.99,sugar,750
751,Homestyle Carrot Salad with Tahini,44.99,milk,751
752,Homestyle Chicken Omelette with Coleslaw,44.99,salt,752
753,Homestyle Chicken Wrap,6.99,flour,753
754,Homestyle Chickpea Burrito,4.29,sugar,754
755,Homestyle Chickpea Omelette with Peanut Sauce,7.99,chocolate chips,755
756,Homestyle Chickpea Salad,49.99,sugar,756
757,Homestyle Chickpea Tacos with Tahini,9.99,sugar,757
758,Homestyle Egg Nachos with Side Salad,22.99,butter,758
759,Homestyle Egg Tacos with Rice,4.99,chocolate chips,759
760,Homestyle Eggplant Tagine,59.99,sugar,760
761,Homestyle Halloumi Pad Thai,2.59,vanilla extract,761
762,Homestyle Halloumi Skewers,4.99,chocolate chips,762
763,Homestyle Kale Skewers,4.99,eggs,763
764,Homestyle Kale Sushi Roll,9.99,vanilla extract,764
765,Homestyle Lentil Casserole with Coleslaw,4.49,vanilla extract,765
766,Homestyle Lentil Pizza,5.49,sugar,766
767,Homestyle Mushroom Risotto with Side Salad,29.99,salt,767
768,Homestyle Mushroom Soup with Side Salad,1.29,eggs,768
769,Homestyle Mushroom Stew with Rice,29.99,baking powder,769
770,Homestyle Noodle Pasta with Mashed Potatoes,6.99,baking powder,770
771,Homestyle Noodle Sushi Roll with Tahini,4.99,chocolate chips,771
772,Homestyle Noodle Udon with Noodles,16.99,butter,772
773,Homestyle Paneer Paella,22.99,vanilla extract,773
774,Homestyle Paneer Skewers,29.99,vanilla extract,774
775,Homestyle Pasta Frittata,3.29,chocolate chips,775
776,Homestyle Pork Frittata with Tahini,4.49,flour,776
777,Homestyle Pork Pad Thai with Peanut Sauce,8.99,chocolate chips,777
778,Homestyle Pork Ramen,25,baking powder,778
779,Homestyle Pork Shawarma,99.99,butter,779
780,Homestyle Pork Shawarma with Herb Butter,2.49,butter,780
781,Homestyle Pork Stew,3.99,milk,781
782,Homestyle Pork Sushi Roll with Fries,3.99,sugar,782
783,Homestyle Pork Wrap with Roasted Veggies,39.99,flour,783
784,Homestyle Potato Sushi Roll,5.99,sugar,784
785,Homestyle Quinoa Bowl with Tahini,29.99,vanilla extract,785
786,Homestyle Quinoa Dumplings with Yogurt Sauce,109.99,vanilla extract,786
787,Homestyle Quinoa Fajitas with Guacamole,29.99,salt,787
788,Homestyle Quinoa Salad,2.89,pepper,788
789,Homestyle Rice Bowl with Rice,1.99,flour,789
790,Homestyle Rice Risotto,29.99,flour,790
791,Homestyle Rice Skewers with Yogurt Sauce,299.99,eggs,791
792,Homestyle Salmon Bowl,15.99,eggs,792
793,Homestyle Salmon Pad Thai,59.99,pepper,793
794,Homestyle Salmon Spring Rolls,12.99,flour,794
795,Homestyle Spinach Curry,3.99,sugar,795
796,Homestyle Sweet Potato Bowl,35,sugar,796
797,Homestyle Sweet Potato Omelette,15.99,baking powder,797
798,Homestyle Sweet Potato Tagine,4.99,chocolate chips,798
799,Homestyle Tofu Pad Thai with Cheese,2.99,vanilla extract,799
800,Homestyle Turkey Omelette with Side Salad,2.99,milk,800
801,Homestyle Turkey Stew with Mashed Potatoes,59.99,chocolate chips,801
802,Honey Beef Stir Fry,39.99,pepper,802
803,Honey Broccoli Omelette,49.99,eggs,803
804,Honey Broccoli Tacos with Side Salad,299.99,vanilla extract,804
805,Honey Carrot Omelette with Vegetables,6.49,vanilla extract,805
806,Honey Carrot Stew,3.99,butter,806
807,Honey Cauliflower Burger with Tomato Salsa,3.99,baking powder,807
808,Honey Cauliflower Kebab with Side Salad,39.99,milk,808
809,Honey Cauliflower Tacos with Fries,5.79,flour,809
810,Honey Chicken Panini with Mashed Potatoes,349.99,baking powder,810
811,Honey Chicken Shawarma with Fries,24.99,eggs,811
812,Honey Chickpea Burger with Garlic Bread,4.99,salt,812
813,Honey Chickpea Stew,10.99,chocolate chips,813
814,Honey Eggplant Salad with Vegetables,3.99,baking powder,814
815,Honey Halloumi Omelette,3.29,sugar,815
816,Honey Halloumi Wrap,14.99,salt,816
817,Honey Mushroom Burrito with Coleslaw,59.99,pepper,817
818,Honey Noodle Dumplings with Fries,24.99,pepper,818
819,Honey Noodle Paella with Tomato Salsa,2.29,chocolate chips,819
820,Honey Noodle Salad with Peanut Sauce,59.99,vanilla extract,820
821,Honey Noodle Udon with Pita,6.49,baking powder,821
822,Honey Paneer Bowl with Noodles,3.99,milk,822
823,Honey Paneer Casserole,179.99,salt,823
824,Honey Paneer Pad Thai,59.99,baking powder,824
825,Honey Pasta Sushi Roll with Rice,3.79,flour,825
826,Honey Pork Burger with Rice,4.29,sugar,826
827,Honey Pork Casserole with Chimichurri,2.79,pepper,827
828,Honey Pork Grain Bowl,12.99,chocolate chips,828
829,Honey Potato Bowl,4.29,salt,829
830,Honey Potato Gyro with Chimichurri,9.99,butter,830
831,Honey Potato Stir Fry with Noodles,2.49,chocolate chips,831
832,Honey Quinoa Nachos,4.29,milk,832
833,Honey Rice Burrito,44.99,vanilla extract,833
834,Honey Rice Tagine with Cheese,9.99,pepper,834
835,Honey Salmon Paella with Vegetables,3.29,chocolate chips,835
836,Honey Salmon Sandwich,25.99,chocolate chips,836
837,Honey Salmon Spring Rolls with Chimichurri,39.99,pepper,837
838,Honey Salmon Udon with Herb Butter,4.49,milk,838
839,Honey Shrimp Grain Bowl,2.49,sugar,839
840,Honey Shrimp Sandwich,4.59,butter,840
841,Honey Sweet Potato Tacos with Chimichurri,64.99,flour,841
842,Honey Tofu Fajitas,8.99,chocolate chips,842
843,Honey Turkey Sandwich with Rice,119.99,vanilla extract,843
844,Honey Turkey Soup with Lemon Wedges,299.99,vanilla extract,844
845,Honey Turkey Tagine,29.99,sugar,845
846,Kale Kebab,99.99,flour,846
847,Kale Kebab with Tomato Salsa,39.99,chocolate chips,847
848,Kale Pasta,4.29,baking powder,848
849,Kale Pasta with Tomato Salsa,24.99,sugar,849
850,Kale Risotto with Lemon Wedges,24.99,pepper,850
851,Kale Soup with Herb Butter,4.99,vanilla extract,851
852,Kale Spring Rolls with Fries,6.49,flour,852
853,Kale Udon with Cheese,34.99,flour,853
854,Kale Wrap,249.99,salt,854
855,Kiwi,49.99,flour,855
856,Lamb Burger,6.29,salt,856
857,Lamb Dumplings with Chimichurri,4.99,chocolate chips,857
858,Lamb Fajitas,35,butter,858
859,Lamb Frittata with Hummus,64.99,chocolate chips,859
860,Lamb Kebab,44.99,milk,860
861,Lamb Paella with Hummus,35,vanilla extract,861
862,Lamb Skewers,8.49,eggs,862
863,Lamb Soup,34.99,baking powder,863
864,Lamb Soup with Vegetables,1.99,butter,864
865,Lamb Stew with Side Salad,18.99,flour,865
866,Lamb Tagine,39.99,butter,866
867,Lamb Tagine with Yogurt Sauce,4.99,flour,867
868,Lamb Wrap,4.99,sugar,868
869,Lemon Bean Bowl with Garlic Bread,4.49,eggs,869
870,Lemon Beef Paella with Vegetables,34.99,chocolate chips,870
871,Lemon Carrot Sushi Roll,29.99,butter,871
872,Lemon Cauliflower Kebab,19.99,salt,872
873,Lemon Cauliflower Udon with Tahini,39.99,chocolate chips,873
874,Lemon Chicken Tagine,3.99,butter,874
875,Lemon Chickpea Gyro with Peanut Sauce,4.99,vanilla extract,875
876,Lemon Chickpea Sandwich with Hummus,129.99,vanilla extract,876
877,Lemon Chickpea Stew with Coleslaw,19.99,milk,877
878,Lemon Egg Curry with Tomato Salsa,2.99,baking powder,878
879,Lemon Egg Frittata,1.99,milk,879
880,Lemon Eggplant Curry,4.79,baking powder,880
881,Lemon Eggplant Tacos,1.49,vanilla extract,881
882,Lemon Halloumi Fajitas with Hummus,1.79,baking powder,882
883,Lemon Halloumi Stew,44.99,salt,883
884,Lemon Halloumi Tagine,6.49,vanilla extract,884
885,Lemon Kale Ramen,89.99,butter,885
886,Lemon Kale Skewers,54.99,chocolate chips,886
887,Lemon Lamb Burger,3.89,vanilla extract,887
888,Lemon Lamb Fajitas with Side Salad,7.49,chocolate chips,888
889,Lemon Lamb Grain Bowl with Mashed Potatoes,3.79,pepper,889
890,Lemon Lamb Salad,15.99,flour,890
891,Lemon Lamb Wrap,8.49,pepper,891
892,Lemon Mushroom Dumplings with Hummus,6.89,salt,892
893,Lemon Mushroom Nachos with Lemon Wedges,3.99,butter,893
894,Lemon Mushroom Omelette,3.59,eggs,894
895,Lemon Mushroom Tacos with Chimichurri,14.99,sugar,895
896,Lemon Mushroom Udon with Side Salad,2.49,chocolate chips,896
897,Lemon Noodle Bowl,3.99,salt,897
898,Lemon Noodle Fajitas with Mashed Potatoes,24.99,sugar,898
899,Lemon Pork Gyro with Herb Butter,24.99,pepper,899
900,Lemon Pork Stir Fry with Coleslaw,4.99,baking powder,900
901,Lemon Potato Pasta,3.69,butter,901
902,Lemon Potato Pasta with Hummus,4.99,pepper,902
903,Lemon Quinoa Ramen,3.5,pepper,903
904,Lemon Rice Soup,3.99,sugar,904
905,Lemon Salmon Pad Thai with Mashed Potatoes,99.99,salt,905
906,Lemon Spinach Soup,8.99,flour,906
907,Lemon Spinach Tacos,29.99,eggs,907
908,Lemon Sweet Potato Tacos,19.99,vanilla extract,908
909,Lemon Tofu Wrap with Fries,3.49,sugar,909
910,Lemon Tofu Wrap with Vegetables,199.99,salt,910
911,Lemon Turkey Udon with Roasted Veggies,3.29,milk,911
912,Lemon Zucchini Fajitas,24.99,butter,912
913,Lemon Zucchini Ramen,39.99,sugar,913
914,Lentil Bowl with Tomato Salsa,19.99,chocolate chips,914
915,Lentil Dumplings,29.99,eggs,915
916,Lentil Grain Bowl,45,salt,916
917,Lentil Paella with Lemon Wedges,49.99,chocolate chips,917
918,Lentil Skewers,2.79,milk,918
919,Lentil Stew with Coleslaw,2.39,milk,919
920,Lentil Stir Fry,39.99,flour,920
921,Lentil Sushi Roll,22.99,butter,921
922,Lentil Tacos,6.49,butter,922
923,Lettuce,79.99,chocolate chips,923
924,Loaded Bean Ramen with Mashed Potatoes,12.99,sugar,924
925,Loaded Beef Curry,3.99,baking powder,925
926,Loaded Broccoli Bowl,1.79,eggs,926
927,Loaded Carrot Panini with Hummus,8.49,milk,927
928,Loaded Carrot Soup with Guacamole,4.99,eggs,928
929,Loaded Cauliflower Grain Bowl,49.99,eggs,929
930,Loaded Chicken Spring Rolls,199.99,pepper,930
931,Loaded Chickpea Casserole with Chimichurri,5.49,pepper,931
932,Loaded Chickpea Paella with Tahini,39.99,sugar,932
933,Loaded Egg Dumplings with Tahini,22.99,flour,933
934,Loaded Egg Grain Bowl with Side Salad,3.49,butter,934
935,Loaded Egg Soup with Herb Butter,199.99,baking powder,935
936,Loaded Egg Stir Fry,24.99,baking powder,936
937,Loaded Egg Udon,24.99,eggs,937
938,Loaded Eggplant Salad with Cheese,2.99,salt,938
939,Loaded Halloumi Soup with Cheese,5.99,sugar,939
940,Loaded Kale Burger,19.99,flour,940
941,Loaded Lamb Curry,3.59,milk,941
942,Loaded Lamb Spring Rolls with Mashed Potatoes,10.99,pepper,942
943,Loaded Lentil Curry with Garlic Bread,1.29,eggs,943
944,Loaded Lentil Gyro with Peanut Sauce,3.49,baking powder,944
945,Loaded Mushroom Casserole with Vegetables,899.99,chocolate chips,945
946,Loaded Mushroom Grain Bowl,5.99,butter,946
947,Loaded Mushroom Sushi Roll,3.99,flour,947
948,Loaded Noodle Risotto with Mashed Potatoes,9.99,sugar,948
949,Loaded Paneer Gyro,24.99,salt,949
950,Loaded Pasta Risotto with Tomato Salsa,22.99,eggs,950
951,Loaded Pork Kebab,8.99,baking powder,951
952,Loaded Pork Stew with Pita,99.99,butter,952
953,Loaded Pork Stir Fry with Vegetables,4.99,eggs,953
954,Loaded Potato Dumplings,39.99,baking powder,954
955,Loaded Potato Paella with Guacamole,2.49,eggs,955
956,Loaded Potato Tacos,49.99,sugar,956
957,Loaded Potato Udon,3.29,pepper,957
958,Loaded Quinoa Risotto,12.99,baking powder,958
959,Loaded Rice Tagine with Noodles,49.99,vanilla extract,959
960,Loaded Salmon Pad Thai with Fries,59.99,vanilla extract,960
961,Loaded Shrimp Gyro,9.99,baking powder,961
962,Loaded Shrimp Paella with Hummus,3.49,sugar,962
963,Loaded Spinach Gyro,59.99,salt,963
964,Loaded Sweet Potato Nachos with Pita,6.99,sugar,964
965,Loaded Sweet Potato Risotto with Tahini,29.99,salt,965
966,Loaded Tofu Dumplings with Mashed Potatoes,129.99,eggs,966
967,Loaded Tofu Nachos with Roasted Veggies,129.99,milk,967
968,Loaded Zucchini Gyro,29.99,sugar,968
969,Loaded Zucchini Spring Rolls with Pita,8.99,sugar,969
970,Mac and Cheese,89.99,baking powder,970
971,Mango,3.99,butter,971
972,Marinated Bean Bowl with Chimichurri,2.99,sugar,972
973,Marinated Beef Dumplings,34.99,chocolate chips,973
974,Marinated Beef Pizza,5.99,butter,974
975,Marinated Chicken Dumplings,24.99,flour,975
976,Marinated Chickpea Frittata,54.99,baking powder,976
977,Marinated Egg Frittata with Roasted Veggies,1.29,butter,977
978,Marinated Eggplant Casserole with Rice,2.99,baking powder,978
979,Marinated Kale Casserole,4.99,sugar,979
980,Marinated Kale Tagine with Yogurt Sauce,2.49,sugar,980
981,Marinated Lamb Skewers,2.99,eggs,981
982,Marinated Lentil Tacos,24.99,baking powder,982
983,Marinated Mushroom Burger with Garlic Bread,19.99,baking powder,983
984,Marinated Mushroom Grain Bowl with Cheese,2.49,sugar,984
985,Marinated Mushroom Wrap,1.5,salt,985
986,Marinated Noodle Burrito with Rice,14.99,milk,986
